Removed Pin From Net: NetName=GND Pin=GasSensorGND-1
Removed Pin From Net: NetName=GND Pin=GasSensorGND-2
Removed Pin From Net: NetName=GND Pin=GasSensorGND-3
Removed Pin From Net: NetName=GND Pin=GasSensorGND-4
Removed Pin From Net: NetName=adc gas 1 Pin=GasSensorSignal-1
Removed Pin From Net: NetName=adc gas 2 Pin=GasSensorSignal-2
Removed Pin From Net: NetName=adc gas 3 Pin=GasSensorSignal-3
Removed Pin From Net: NetName=adc gas 4 Pin=GasSensorSignal-4
Removed Pin From Net: NetName=on off gas sensor Pin=GasSensor VCC-1
Removed Pin From Net: NetName=on off gas sensor Pin=GasSensor VCC-2
Removed Pin From Net: NetName=on off gas sensor Pin=GasSensor VCC-3
Removed Pin From Net: NetName=on off gas sensor Pin=GasSensor VCC-4
Removed Pin From Net: NetName=NetQ_2 Pin=Q-2
Removed Pin From Net: NetName=+5 Pin=R1-1
Removed Pin From Net: NetName=NetL1_1 Pin=R1-2
Removed Pin From Net: NetName=GND Pin=R4-1
Removed Pin From Net: NetName=NetBuzzer_1 Pin=R4-2
Removed Pin From Net: NetName=inlet_pin Pin=R5-2
Removed Pin From Net: NetName=GND Pin=R6-1
Removed Pin From Net: NetName=nozzle_pin Pin=R6-2
Removed Pin From Net: NetName=GND Pin=R7-1
Removed Pin From Net: NetName=door_pin Pin=R7-2
Removed Pin From Net: NetName=5V MCU Pin=R8-2
Removed Pin From Net: NetName=NetQ2_2 Pin=R9-2
Removed Pin From Net: NetName=5V MCU Pin=R10-2
Removed Pin From Net: NetName=NetQ_2 Pin=R11-2
Removed Pin From Net: NetName=NetR11_1 Pin=U2-3
Removed Member From Class: ClassName=Sheet1 Member=GasSensorGND
Removed Member From Class: ClassName=Sheet1 Member=GasSensorSignal
Removed Member From Class: ClassName=Sheet1 Member=GasSensor VCC
Change Component Footprint: Designator=R2 Old Footprint=tro vach 1/2w New Footprint=tro smd 0805
Change Component Footprint: Designator=R3 Old Footprint=tro vach 1/2w New Footprint=tro smd 0805
Change Component Footprint: Designator=R4 Old Footprint=tro vach 1/2w New Footprint=tro smd 0805
Change Component Footprint: Designator=R5 Old Footprint=tro vach 1/2w New Footprint=tro smd 0805
Change Component Footprint: Designator=R6 Old Footprint=tro vach 1/2w New Footprint=tro smd 0805
Change Component Footprint: Designator=R7 Old Footprint=tro vach 1/2w New Footprint=tro smd 0805
Change Component Footprint: Designator=R8 Old Footprint=tro vach 1/2w New Footprint=tro smd 0805
Change Component Footprint: Designator=R9 Old Footprint=tro vach 1/2w New Footprint=tro smd 0805
Change Component Footprint: Designator=R10 Old Footprint=tro vach 1/2w New Footprint=tro smd 0805
Change Component Footprint: Designator=R11 Old Footprint=tro vach 1/2w New Footprint=tro smd 0805
Change Component Footprint: Designator=R1 Old Footprint=tro vach 1/4w New Footprint=tro smd 0805
Change Component Comment : Designator=R8 Old Comment=1k New Comment=10k
Change Component Comment : Designator=R9 Old Comment=1k New Comment=10k
Change Component Comment : Designator=R10 Old Comment=1k New Comment=10k
Change Component Comment : Designator=R5 Old Comment=10k New Comment=1k
Change Component Comment : Designator=R6 Old Comment=10k New Comment=1k
Change Component Comment : Designator=R7 Old Comment=10k New Comment=1k
Change Component Comment : Designator=R4 Old Comment=330k New Comment=3.3k
Change Component Comment : Designator=R1 Old Comment=330R New Comment=330
Change Component Designator: OldDesignator=Q NewDesignator=Q1
Change component parameters: Designator = "R1" ("R1"); Footprint = "tro vach 1/4w"; UniqueID = "\VRIBMPSV" ("\VRIBMPSV")
Change component parameters (AddParameter): Name = "Chung_Loai"; Value = "Dán"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Don_Vi"; Value = "Con"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Kieu_Chan"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ma_Hang"; Value = "MH005472"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "So_Chan"; Value = "2"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ten_Linh_Kien"; Value = "Tr? 0805 1% 3.3k"; VariantName = "[No Variations]"
Change component parameters: Designator = "R2" ("R2"); Footprint = "tro vach 1/2w"; UniqueID = "\OQPYQSSS" ("\OQPYQSSS")
Change component parameters (AddParameter): Name = "Chung_Loai"; Value = "Dán"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Don_Vi"; Value = "Con"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Kieu_Chan"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ma_Hang"; Value = "MH005472"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "So_Chan"; Value = "2"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ten_Linh_Kien"; Value = "Tr? 0805 1% 3.3k"; VariantName = "[No Variations]"
Change component parameters: Designator = "R3" ("R3"); Footprint = "tro vach 1/2w"; UniqueID = "\KNJXMMHW" ("\KNJXMMHW")
Change component parameters (AddParameter): Name = "Chung_Loai"; Value = "Dán"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Don_Vi"; Value = "Con"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Kieu_Chan"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ma_Hang"; Value = "MH005472"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "So_Chan"; Value = "2"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ten_Linh_Kien"; Value = "Tr? 0805 1% 3.3k"; VariantName = "[No Variations]"
Change component parameters: Designator = "R4" ("R4"); Footprint = "tro vach 1/2w"; UniqueID = "\BQZKQOWC" ("\BQZKQOWC")
Change component parameters (AddParameter): Name = "Chung_Loai"; Value = "Dán"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Don_Vi"; Value = "Con"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Kieu_Chan"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ma_Hang"; Value = "MH005472"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "So_Chan"; Value = "2"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ten_Linh_Kien"; Value = "Tr? 0805 1% 3.3k"; VariantName = "[No Variations]"
Change component parameters: Designator = "R5" ("R5"); Footprint = "tro vach 1/2w"; UniqueID = "\DOZPVSYM" ("\DOZPVSYM")
Change component parameters (AddParameter): Name = "Chung_Loai"; Value = "Dán"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Don_Vi"; Value = "Con"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Kieu_Chan"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ma_Hang"; Value = "MH005472"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "So_Chan"; Value = "2"; VariantName = "[No Variations]"
